user_id,age,gender,occupation,zip_code,longitude,latitude
1,43,M,artist,98006,-122.1526,47.562975
2,62,F,administrator,78756,-97.74176999999999,30.320206
3,40,F,educator,73013,-97.47909,35.623805
4,21,F,artist,94533,-122.03701000000001,38.269582
5,24,M,artist,10003,-73.98935,40.732509
6,15,F,student,06059,-72.92017,41.937513
7,34,M,educator,91903,-116.846046,33.016928
8,40,F,artist,89801,-115.75016000000001,40.883028
9,20,M,student,40504,-84.54259,38.039322
10,21,F,student,02176,-71.06233,42.459045
11,64,M,other,91606,-118.38836,34.185697999999995
12,28,M,engineer,02341,-70.86205,42.059434
13,21,M,salesman,31211,-83.59963,32.878304
14,47,M,educator,74075,-97.05784,36.149394
15,30,M,student,10025,-73.96811,40.798502
16,42,F,librarian,12065,-73.78445,42.853676
17,53,F,administrator,80303,-105.22883,39.989135
18,28,M,administrator,94305,-122.16496000000001,37.427039
19,18,F,student,40256,-85.676819,38.188962
20,45,M,executive,33775,-82.724763,27.891809000000002
21,15,F,student,25652,-82.03943000000001,37.800168
22,26,M,student,15232,-79.9325,40.454018
23,38,M,scientist,27514,-79.02939,35.915083
24,31,M,student,33066,-80.17799000000001,26.253238
25,60,M,retired,95076,-121.77224,36.922902
26,21,M,writer,92653,-117.71295,33.602823
27,26,M,engineer,55343,-93.40857,44.921599
28,21,F,student,54494,-89.78761,44.373468
29,30,M,technician,29379,-81.60495999999999,34.714045
30,28,M,librarian,27514,-79.02939,35.915083
31,25,F,student,66046,-95.22513000000001,38.932303000000005
32,30,F,none,90247,-118.2975,33.891265000000004
33,28,M,doctor,85032,-112.00416000000001,33.624140000000004
34,49,M,librarian,50266,-93.78286999999999,41.581181
35,27,F,other,20009,-77.03777,38.919211
36,23,F,educator,20784,-76.8888,38.950528000000006
37,44,M,educator,63130,-90.32348,38.663951000000004
38,19,M,student,22904,-78.485066,38.040101
39,26,F,scientist,21911,-76.05395,39.694974
40,23,F,student,55346,-93.4869,44.880435
41,30,F,student,32250,-81.39844000000001,30.284640999999997
42,44,F,educator,97007,-122.85602,45.469079
43,25,M,student,55454,-93.24327,44.969465
44,43,M,librarian,02324,-70.97215,41.979501
45,26,M,writer,38115,-89.86291,35.057311
46,70,M,administrator,78212,-98.49649000000001,29.460380999999998
47,32,M,educator,43202,-83.00894,40.018814
48,44,F,writer,53214,-88.01273,43.020363
49,42,M,other,10960,-73.9258,41.089746000000005
50,60,M,retired,18505,-75.66603,41.39208
51,47,M,administrator,89503,-119.8373,39.536359999999995
52,43,F,healthcare,85210,-111.84128999999999,33.391233
53,31,M,executive,40243,-85.53657,38.237155
54,31,M,student,K7L5J,,
55,24,M,student,55454,-93.24327,44.969465
56,28,M,programmer,98121,-122.34578,47.61487
57,18,F,student,93063,-118.69606999999999,34.279343
58,22,M,student,11101,-73.93907,40.745340999999996
59,32,M,programmer,43212,-83.04268,39.988114
60,39,M,engineer,03060,-71.46491999999999,42.748888
61,26,F,none,78704,-97.76087,30.246309000000004
62,39,M,scientist,98034,-122.19702,47.71828
63,44,M,scientist,53711,-89.44499,43.036696
64,42,M,engineer,83814,-116.7757,47.66655
65,60,M,educator,78628,-97.72338,30.674349
66,29,M,student,55417,-93.23662,44.905365
67,40,M,programmer,93402,-120.83468,35.313221999999996
68,57,M,retired,98257,-122.50476,48.393063
69,23,M,entertainment,10021,-73.96045,40.76842
70,36,M,engineer,55443,-93.33988000000001,45.108581
71,30,M,programmer,32712,-81.52359,28.713172999999998
72,20,M,student,97229,-122.81728000000001,45.540966999999995
73,50,M,educator,84408,-111.948474,41.195593
74,33,F,educator,85710,-110.82558999999999,32.213291
75,23,M,scientist,19807,-75.60256,39.787512
76,26,F,librarian,11231,-74.00254,40.6788
77,68,M,retired,48911,-84.56913,42.677335
78,32,F,homemaker,92688,-117.60351000000001,33.639994
79,25,M,programmer,14850,-76.49685,42.449453999999996
80,24,M,student,41850,-82.72934000000001,37.172969
81,29,M,other,10019,-73.9856,40.765714
82,29,M,programmer,50233,-94.20931,41.604233
83,36,M,other,45243,-84.36014,39.18466
84,57,F,librarian,92093,-116.846046,33.016928
85,54,M,educator,80227,-105.09191000000001,39.668576
86,18,F,writer,28450,-78.51678000000001,34.319538
87,23,M,engineer,83716,-116.02721000000001,43.601772
88,52,F,other,53705,-89.45049,43.073395
89,47,M,other,V0R2M,,
90,35,M,administrator,28018,-81.7995,35.441168
91,37,M,educator,91711,-117.71973,34.110009000000005
92,28,M,administrator,85202,-111.8756,33.381097
93,49,F,healthcare,02154,-71.2398,42.388938
94,26,F,student,33319,-80.22122,26.183628
95,27,M,artist,50322,-93.7238,41.630521
96,16,F,student,49705,-84.47898,45.355074
97,51,M,administrator,06779,-73.08543,41.592046
98,41,F,educator,70403,-90.4762,30.484785
99,20,M,student,61820,-88.24322,40.114931
100,19,M,student,14853,-76.483703,42.447373
101,15,F,student,44212,-81.82836,41.244051
102,36,M,engineer,30040,-84.17441,34.235408
103,25,M,student,37235,-86.785248,36.186605
104,26,F,homemaker,96349,,
105,30,F,artist,94025,-122.18385,37.451688
106,66,M,salesman,32605,-82.36889000000001,29.676006
107,30,M,technician,21114,-76.68561,39.012134
108,44,F,writer,83702,-116.20756000000002,43.627734000000004
109,17,M,student,60402,-87.79095,41.836981
110,37,F,programmer,55105,-93.16554000000001,44.934465
111,21,M,student,95064,-122.06026000000001,37.000199
112,56,M,educator,02159,-71.191248,42.316097
113,32,M,student,10003,-73.98935,40.732509
114,33,M,artist,94608,-122.28316000000001,37.834724
115,19,F,student,78264,-98.51795,29.193828000000003
116,23,M,librarian,55021,-93.28732,44.294779999999996
117,30,M,other,33484,-80.1356,26.458152000000002
118,20,M,student,79508,-99.82808,32.280068
119,23,M,entertainment,07029,-74.15509,40.745951
120,22,M,administrator,20057,-77.014647,38.893311
121,49,M,writer,40515,-84.45347,37.952113
122,26,M,writer,55408,-93.28742,44.947515
123,54,M,librarian,99603,-151.4493,59.665074
124,57,M,engineer,90630,-118.0399,33.817481
125,55,M,scientist,50613,-92.45609,42.527184000000005
126,19,M,student,58644,-102.622139,47.402085
127,30,F,other,95316,-120.78463,37.552329
128,29,M,student,49931,-88.57259,47.11929
129,25,M,student,95823,-121.44561000000002,38.477508
130,28,F,scientist,07310,-74.0402,40.731901
131,21,M,student,60515,-88.01827,41.80348
132,36,M,engineer,99206,-117.25912,47.646994
133,21,M,lawyer,90034,-118.39804,34.030559999999994
134,55,M,educator,01602,-71.84482,42.272359
135,46,M,doctor,53211,-87.8859,43.083012
136,48,M,other,02110,-71.05365,42.356532
137,19,M,student,56567,-95.38105999999999,46.534993
138,45,M,other,73132,-97.63571,35.552755
139,23,M,student,55454,-93.24327,44.969465
140,27,M,marketing,19382,-75.59729,39.940043
141,50,F,administrator,04102,-70.2911,43.658632
142,17,M,student,60089,-87.96393,42.167638000000004
143,13,F,student,55337,-93.27301999999999,44.770297
144,43,M,other,44092,-81.47086999999999,41.603581
145,45,F,educator,80302,-105.29673000000001,40.020885
146,39,F,administrator,03755,-72.2507,43.719756
147,22,F,student,R3T5K,,
148,32,M,educator,57197,-96.79134,43.674582
149,20,M,student,48825,-84.464775,42.723784
150,38,M,scientist,98199,-122.39758,47.64767
151,28,M,programmer,63044,-90.42335,38.757318
152,47,F,administrator,44224,-81.43744000000001,41.174256
153,29,F,student,55408,-93.28742,44.947515
154,23,M,student,80521,-105.10493999999998,40.586282000000004
155,13,M,other,48118,-84.03445,42.316922
156,32,M,engineer,23322,-76.22905,36.687543
157,33,M,librarian,12180,-73.66465,42.731628
158,46,M,executive,90036,-118.34926000000002,34.07036
159,24,M,engineer,08034,-74.99951,39.908613
160,32,M,technician,73071,-97.42394,35.225702000000005
161,42,M,writer,55113,-93.15536,45.011215
162,44,F,marketing,97208,-122.564824,45.532165
163,42,M,administrator,75204,-96.78952,32.800333
164,36,M,educator,79070,-100.82966,36.336971999999996
165,21,M,writer,52245,-91.50834,41.662083
166,32,M,educator,26506,-79.96266899999999,39.645276
167,22,F,healthcare,10019,-73.9856,40.765714
168,55,M,educator,78212,-98.49649000000001,29.460380999999998
169,18,M,other,29646,-82.15474,34.169781
170,46,M,programmer,53066,-88.48935,43.108241
171,28,M,artist,77048,-95.33761,29.633081
172,38,F,technician,55038,-92.99596,45.161266999999995
173,30,M,writer,17604,-76.335631,40.065096000000004
174,33,M,scientist,95123,-121.83246000000001,37.244426000000004
175,28,F,student,78741,-97.71600000000001,30.231252
176,51,F,librarian,91105,-118.16328999999999,34.137857000000004
177,35,F,educator,11758,-73.46289,40.68085
178,51,M,other,98027,-122.02921,47.522828000000004
179,34,M,writer,90019,-118.34015,34.048411
180,45,M,other,68147,-95.95591999999999,41.179338
181,19,M,student,77840,-96.32641,30.614646999999998
182,26,M,administrator,61801,-88.21246,40.109646999999995
183,22,M,engineer,02215,-71.10215,42.346996999999995
184,22,M,student,55109,-93.01845,45.010632
185,40,M,other,44133,-81.74204,41.313758
186,22,M,administrator,13210,-76.12653,43.037166
187,61,M,educator,49938,-90.15732,46.47351
188,22,M,student,90804,-118.15182,33.783467
189,28,F,librarian,94143,-122.458582,37.76313
190,23,M,writer,32067,-81.815115,29.956068
191,38,M,programmer,30220,-84.82543000000001,33.230734000000005
192,57,M,other,97330,-123.2752,44.608694
193,18,M,student,55454,-93.24327,44.969465
194,45,M,scientist,99709,-147.87406000000001,64.85493699999999
195,42,M,executive,98101,-122.33438000000001,47.61067
196,37,M,programmer,01331,-72.20836,42.579931
197,20,M,student,50613,-92.45609,42.527184000000005
198,25,F,other,80526,-105.11576000000001,40.539432
199,25,M,scientist,28480,-77.7981,34.21222
200,51,M,administrator,05779,-73.21148000000001,43.864419
201,49,F,executive,90291,-118.46531,33.992411
202,20,F,student,68503,-96.67551999999999,40.823602
203,30,M,student,80027,-105.15053,39.963322
204,38,M,executive,L1V3W,,
205,34,M,programmer,02320,-71.04522,42.121932
206,17,F,student,61073,-89.00407,42.419097
207,25,M,administrator,55412,-93.30337,45.027715
208,49,M,engineer,21044,-76.87823,39.21536
209,51,M,educator,20003,-76.99446999999999,38.881762
210,39,F,other,30329,-84.32355,33.827554
211,39,M,educator,11787,-73.20777,40.853343
212,32,M,librarian,30002,-84.26491,33.772121999999996
213,27,M,student,29205,-80.99826,33.990555
214,29,F,writer,10016,-73.97759,40.746179999999995
215,48,F,librarian,78209,-98.4568,29.486179999999997
216,32,M,programmer,67401,-97.61553,38.827875
217,38,M,programmer,22030,-77.32786999999999,38.846212
218,62,M,healthcare,12603,-73.88107,41.67086
219,7,M,student,55436,-93.37056,44.903864
220,25,M,librarian,46260,-86.18231999999999,39.898107
221,51,M,educator,22906,-78.485066,38.040101
222,19,M,student,24060,-80.42126999999999,37.232027
223,50,F,educator,60187,-88.10904000000001,41.858278999999996
224,26,M,executive,94403,-122.30266,37.539685999999996
225,55,M,technician,75094,-96.61113,33.009681
226,58,M,educator,62901,-89.19246,37.707763
227,50,M,programmer,22902,-78.47803,38.00847
228,50,M,educator,61462,-90.64466,40.918849
229,33,M,programmer,92626,-117.90863,33.677224
230,25,M,student,27511,-78.77508,35.755651
231,29,M,doctor,63108,-90.25435,38.646201
232,28,M,librarian,85282,-111.92873,33.394067
233,48,M,educator,01720,-71.4422,42.477142
234,47,M,lawyer,06371,-72.31008,41.339421
235,49,F,educator,61401,-90.36871,40.948073
236,26,M,educator,14627,-77.627674,43.127513
237,44,F,other,62522,-89.00569,39.840482
238,31,M,educator,18301,-75.15935999999999,41.052199
239,19,M,student,44106,-81.60883000000001,41.507751
240,48,F,healthcare,75218,-96.69937,32.842726
241,21,M,programmer,47905,-86.81846999999999,40.41836
242,30,M,other,48076,-83.22829,42.499334999999995
243,21,F,student,22003,-77.21387,38.830345
244,41,F,healthcare,93555,-117.68065,35.599177000000005
245,27,M,other,30350,-84.32775,33.97285
246,29,F,educator,98103,-122.34166,47.671346
247,60,M,retired,21201,-76.62118000000001,39.295306
248,25,M,other,45439,-84.21688,39.695702000000004
249,50,M,healthcare,06472,-72.77975,41.399873
250,43,M,engineer,30093,-84.1794,33.909952000000004
251,13,M,student,83702,-116.20756000000002,43.627734000000004
252,48,M,administrator,98225,-122.48508000000001,48.747578000000004
253,25,M,other,92374,-117.16888,34.063264000000004
254,51,M,writer,95468,-123.65746000000001,38.898385
255,36,M,administrator,05201,-73.17873,42.882231
256,25,M,educator,08360,-75.01886999999999,39.492265
257,51,F,administrator,03062,-71.49238000000001,42.724821999999996
258,38,F,programmer,55105,-93.16554000000001,44.934465
259,36,F,student,77845,-96.29881999999999,30.571904999999997
260,29,F,healthcare,85719,-110.94791000000001,32.240625
261,20,M,student,05464,-72.82257,44.636283
262,24,M,writer,60804,-87.7599,41.844382
263,44,F,other,29464,-79.85899,32.813518
264,33,F,administrator,55337,-93.27301999999999,44.770297
265,20,M,student,87501,-105.99936000000001,35.755311999999996
266,29,M,scientist,43212,-83.04268,39.988114
267,42,M,scientist,45680,-82.55774,38.438617
268,31,M,executive,44648,-81.368284,40.811809000000004
269,46,M,educator,M4J2K,,
270,29,F,librarian,22903,-78.5348,38.026342
271,29,F,administrator,21114,-76.68561,39.012134
272,37,F,administrator,60476,-87.60839,41.570384000000004
273,33,M,executive,55345,-93.48443,44.915413
274,34,F,administrator,52241,-91.58676,41.688215
275,35,F,marketing,17325,-77.22904,39.827337
276,24,F,entertainment,11238,-73.96257,40.680145
277,35,M,salesman,33308,-80.10846,26.191111
278,36,F,marketing,55422,-93.33965,45.014764
279,31,M,educator,50325,-93.78093,41.60787
280,31,M,programmer,80236,-105.04088999999999,39.652454
281,17,M,student,93003,-119.2249,34.268736
282,65,M,retired,02903,-71.41306,41.8208
283,24,M,technician,85711,-110.88511000000001,32.216326
284,44,M,administrator,61820,-88.24322,40.114931
285,53,M,marketing,49508,-85.62856,42.876661
286,41,M,marketing,60035,-87.80956,42.181875
287,27,M,programmer,63021,-90.53116999999999,38.576253
288,30,M,other,77504,-95.18813,29.64878
289,29,M,engineer,03052,-71.45379,42.850590000000004
290,56,M,other,22306,-77.08666,38.757214000000005
291,46,M,engineer,02146,-71.08874499999999,42.308198
292,18,M,student,90210,-118.40612,34.088808
293,20,F,student,50670,-92.59746,42.710399
294,34,M,technician,78390,-97.37031999999999,27.977641
295,55,M,marketing,01913,-70.93547,42.854423
296,44,M,engineer,55337,-93.27301999999999,44.770297
297,36,M,programmer,33884,-81.68256,27.997387
298,38,M,engineer,92064,-117.03701000000001,32.973645
299,35,M,librarian,44212,-81.82836,41.244051
300,27,M,engineer,60067,-88.04916999999999,42.109790000000004
301,35,F,programmer,94703,-122.27582,37.862526
302,24,M,other,94612,-122.27172,37.809427
303,24,M,student,55439,-93.37021,44.875997
304,26,M,other,19341,-75.63425,40.040504999999996
305,31,M,entertainment,V3N4P,,
306,51,M,other,97365,-124.05039,44.649252000000004
307,20,F,other,53715,-89.40024,43.061546
308,41,M,programmer,94043,-122.07461,37.40679
309,29,M,engineer,94040,-122.08787,37.380207
310,38,M,administrator,02154,-71.2398,42.388938
311,30,M,programmer,98072,-122.10205,47.758786
312,39,M,marketing,43017,-83.12713000000001,40.109478
313,53,F,healthcare,30067,-84.47633,33.933002
314,27,M,artist,11211,-73.95427,40.71209
315,49,M,programmer,36117,-86.16443000000001,32.373714
316,30,F,administrator,52302,-91.58261999999999,42.042648
317,57,M,administrator,91344,-118.50046999999999,34.277648
318,33,M,engineer,33716,-82.64515,27.874323999999998
319,22,M,student,65203,-92.36887,38.925204
320,39,M,scientist,T8H1N,,
321,51,M,retired,63645,-90.30599000000001,37.54834
322,35,F,homemaker,85233,-111.80833,33.348593
323,39,M,artist,95628,-121.26529,38.654803
324,45,M,artist,83814,-116.7757,47.66655
325,44,F,librarian,68504,-96.65563,40.8442
326,37,M,educator,22973,-78.46396,38.301190999999996
327,19,M,student,20685,-76.49776,38.448869
328,40,M,scientist,70116,-90.06403,29.968054
329,47,F,other,34656,-82.48176600000001,28.324796000000003
330,53,M,engineer,78602,-97.30991,30.120442999999998
331,61,M,engineer,22902,-78.47803,38.00847
332,40,M,educator,10022,-73.96732,40.759015000000005
333,39,F,executive,00000,-71.013202,43.005895
334,30,M,administrator,17870,-76.86138000000001,40.812047
335,21,M,programmer,55303,-93.41799999999999,45.247509
336,29,M,other,55423,-93.28124,44.877164
337,38,F,entertainment,90814,-118.14482,33.771167
338,16,M,none,84010,-111.87248999999998,40.876312
339,44,F,executive,11577,-73.64005999999999,40.785641999999996
340,44,F,other,60630,-87.75869,41.971044
341,30,F,salesman,97408,-123.06447,44.122004
342,39,M,engineer,55107,-93.08876,44.928315000000005
343,52,M,educator,93109,-119.72068999999999,34.40323
344,27,M,student,21208,-76.7287,39.376878999999995
345,25,M,other,14216,-78.85923000000001,42.949707000000004
346,35,M,lawyer,37901,-83.884804,36.032334000000006
347,18,F,student,55105,-93.16554000000001,44.934465
348,47,M,technician,Y1A6B,,
349,23,M,other,84116,-111.94018,40.790309
350,26,M,executive,84601,-111.68006000000001,40.230954
351,38,F,administrator,49428,-85.82314000000001,42.904275
352,29,M,other,55420,-93.27656999999999,44.837964
353,34,M,student,01960,-70.96146,42.534045
354,42,M,doctor,66221,-94.71231,38.865825
355,30,M,other,12345,-74.058015,42.833261
356,38,M,engineer,30078,-84.01807,33.860955
357,35,M,student,02859,-71.72310999999999,41.964896
358,18,M,student,92113,-117.12001000000001,32.697402000000004
359,32,M,executive,55369,-93.43183,45.120764
360,27,F,administrator,97214,-122.6458,45.51379
361,45,M,engineer,01824,-71.3544,42.595490999999996
362,50,F,other,10016,-73.97759,40.746179999999995
363,27,M,student,15217,-79.92569,40.430919
364,22,M,student,44074,-82.21935,41.2863
365,25,M,student,60135,-88.6906,42.10028
366,29,F,educator,23227,-77.44775,37.606778000000006
367,33,M,programmer,85251,-111.92079,33.494152
368,47,M,educator,29206,-80.96024,34.037557
369,33,M,scientist,27708,-78.92398,36.028684999999996
370,24,M,student,91335,-118.54099,34.200103999999996
371,24,M,marketing,92629,-117.70326999999999,33.475302
372,17,M,student,44134,-81.70506999999999,41.393852
373,31,F,educator,43512,-84.36539,41.29037
374,28,M,engineer,91201,-118.29158000000001,34.17013
375,31,M,educator,54248,-87.79109,44.19011
376,30,M,educator,55409,-93.28362,44.924115
377,16,F,student,95453,-122.92071000000001,39.051697999999995
378,59,F,librarian,62901,-89.19246,37.707763
379,20,M,programmer,19104,-75.19957,39.961612
380,22,M,other,23237,-77.4533,37.406203999999995
381,22,M,student,10025,-73.96811,40.798502
382,28,M,student,48105,-83.70443,42.307288
383,33,F,salesman,30011,-83.83416,34.022974
384,47,M,healthcare,80123,-105.07393,39.616114
385,25,M,student,84103,-111.87491000000001,40.777746
386,40,F,marketing,43085,-83.02076,40.097796
387,26,M,other,64153,-94.71439000000001,39.281602
388,28,F,other,10010,-73.98205,40.739022
389,24,M,entertainment,08816,-74.40504,40.434239
390,27,M,programmer,75013,-96.69402,33.106582
391,36,M,engineer,22902,-78.47803,38.00847
392,18,M,student,55104,-93.15921999999999,44.953665
393,23,M,student,84604,-111.6491,40.280454
394,24,M,engineer,94043,-122.07461,37.40679
395,31,M,engineer,17110,-76.88528000000001,40.300738
396,25,M,educator,15222,-79.99313000000001,40.447036
397,20,M,student,92705,-117.81828,33.762116999999996
398,60,M,educator,78155,-97.96283000000001,29.56478
399,37,M,scientist,10522,-73.86601999999999,41.012729
400,58,M,educator,06437,-72.69791,41.31353
401,24,M,scientist,92507,-117.33646,33.978965
402,50,F,educator,98027,-122.02921,47.522828000000004
403,45,M,librarian,70124,-90.10947,30.006003000000003
404,48,M,executive,98281,-123.05046999999999,48.99201
405,31,M,administrator,10707,-73.82363000000001,40.958689
406,28,F,other,06405,-72.80542,41.277763
407,17,M,student,27514,-79.02939,35.915083
408,22,M,student,23092,-76.50694,37.593059000000004
409,26,M,technician,46260,-86.18231999999999,39.898107
410,29,F,librarian,20854,-77.19995,39.035028000000004
411,35,F,educator,33884,-81.68256,27.997387
412,48,M,other,80127,-105.13051999999999,39.599755
413,43,F,writer,53711,-89.44499,43.036696
414,44,M,engineer,05452,-73.09376,44.501991
415,24,F,student,35802,-86.55929,34.666041
416,42,F,other,07204,-74.26768,40.665552000000005
417,15,M,student,05146,-72.61661,43.186044
418,51,M,doctor,85258,-111.89336999999999,33.566635
419,15,M,entertainment,20755,-76.74126,39.105015
420,27,F,other,48103,-83.79146999999999,42.280887
421,48,M,educator,10314,-74.14513000000001,40.606336999999996
422,21,M,other,33765,-82.74481999999999,27.971362
423,17,M,student,60402,-87.79095,41.836981
424,26,M,other,49512,-85.5616,42.888821
425,57,M,engineer,94551,-121.921498,37.680181
426,55,M,other,94920,-122.47541000000001,37.892476
427,47,M,administrator,91040,-118.31886999999999,34.261221
428,27,M,programmer,53211,-87.8859,43.083012
429,52,M,programmer,45218,-84.5175,39.264790999999995
430,19,F,student,77801,-96.36015,30.637348
431,21,F,student,55414,-93.23003,44.980379
432,23,M,salesman,42101,-86.46145,37.010643
433,32,M,educator,48103,-83.79146999999999,42.280887
434,21,M,entertainment,10309,-74.21304,40.529749
435,24,M,technician,43537,-83.67200000000001,41.576992
436,39,M,educator,93101,-119.7065,34.420163
437,17,M,student,77005,-95.42820999999999,29.717529
438,27,M,programmer,20707,-76.86570999999999,39.098475
439,21,M,technician,91206,-118.22936999999999,34.156674
440,35,M,librarian,01970,-70.8985,42.516845
441,32,M,other,05001,-72.36825,43.662892
442,25,M,administrator,96819,-157.88165,21.3452
443,19,F,student,47906,-86.93664,40.461012
444,22,F,administrator,60202,-87.68828,42.030327
445,40,M,engineer,93550,-118.08549,34.56548
446,27,M,technician,08052,-74.99464,39.952212
447,48,M,technician,02139,-71.10431,42.364346999999995
448,53,M,lawyer,90703,-118.06754,33.868314
449,29,M,executive,95110,-121.89877,37.335545
450,30,F,artist,48197,-83.63316,42.223482000000004
451,26,M,executive,98133,-122.34461,47.733852
452,29,M,programmer,27502,-78.86462,35.73663
453,46,F,other,44224,-81.43744000000001,41.174256
454,23,M,programmer,55428,-93.37702,45.059996999999996
455,28,M,administrator,32303,-84.31528,30.486061
